titleid,rating,rate_number
tt0952640,5.2,70957
tt0952682,7.2,9342
tt0953318,7.4,17904
tt0954401,9.3,3857
tt0954439,7.3,3846
tt0954541,5.1,3944
tt0954921,8.4,4499
tt0954947,6.1,32029
tt0954981,6.5,5467
tt0954990,6.7,7747
tt0955308,6.6,242492
tt0955322,7.7,22564
tt0955346,7.6,22958
tt0956038,6,21685
tt0958860,7.6,4742
tt0959329,5.5,11585
tt0959337,7.3,181760
tt0959403,8.3,3684
tt0959601,7.3,3263
tt0959621,9,21433
tt0959858,8.3,4387
tt0959976,8.8,3979
tt0960136,7.2,11211
tt0960144,5.5,180507
tt0960731,6,83701
tt0960741,5.9,3838
tt0960790,6.5,16449
tt0960890,4.1,17111
tt0961066,7.5,5049
tt0961097,6.7,18500
tt0961108,6.5,12011
tt0961722,4.3,12220
tt0961728,6.8,15956
tt0962711,5.5,7627
tt0962726,4.7,53912
tt0962736,7.3,54719
tt0962774,6.7,3624
tt0962826,8,10175
tt0963178,6.5,87840
tt0963194,6.6,22616
tt0963207,8.6,5055
tt0963208,6.5,5793
tt0963743,6.3,24234
tt0963794,5.8,66876
tt0963965,5.7,6598
tt0963966,6.1,145824
tt0964185,6.9,11996
tt0964436,8.6,3588
tt0964516,6.9,11045
tt0964517,7.8,320939
tt0964539,6,29785
tt0964586,6.9,3091
tt0964587,5.8,20632
tt0965394,7.3,18021
tt0965547,8.7,3527
tt0968264,6.9,26629
tt0968992,9.1,4248
tt0969269,7.2,6455
tt0969647,6.3,7503
tt0970179,7.5,288455
tt0970411,6.5,60208
tt0970416,5.5,157571
tt0970452,6.1,66669
tt0970462,4.7,4502
tt0970468,7.1,25274
tt0970472,6.8,7282
tt0970866,5.5,100791
tt0971209,6.5,64776
tt0972412,6.6,20903
tt0972534,6.5,29585
tt0972544,7,3483
tt0972558,5.1,5073
tt0972785,5.2,10939
tt0972883,7,9786
tt0973844,6.8,4436
tt0974014,6.7,13205
tt0974015,6.4,343625
tt0974077,8.3,7996
tt0974554,6.7,21285
tt0974613,5.4,10696
tt0974661,6.3,169870
tt0974728,8,4963
tt0974729,7.7,5018
tt0974959,5.3,58163
tt0974977,4.7,3733
tt0975645,6.8,69066
tt0976014,7.5,22856
tt0976026,6.8,4583
tt0976051,7.6,220386
tt0976060,7.1,8781
tt0976192,8.1,9211
tt0976222,6.3,13277
tt0976238,5.4,34870
tt0976246,5.9,4898
tt0976247,4.7,8135
tt0977179,9.5,3518
tt0977214,5.6,6838
tt0977855,6.8,44382
tt0978649,7.6,7184
tt0978759,7.1,23836
tt0978762,8.1,153798
tt0978764,6,220737
tt0979432,8.6,162477
tt0979434,5,10156
tt0979594,8.5,3598
tt0979595,8.3,3577
tt0979596,8.2,3588
tt0979597,8.7,3750
tt0980970,6.3,132246
tt0981072,6.9,12989
tt0981224,5.1,3673
tt0981227,6.6,85654
tt0981352,6.8,4236
tt0983193,7.3,205169
tt0983213,7.6,45541
tt0983514,7.4,10080
tt0983983,8.2,10700
tt0984200,5.8,8101
tt0985025,4.5,6415
tt0985058,6.3,7120
tt0985344,8,11248
tt0985694,6.6,184155
tt0985699,7.1,216853
tt0986233,7.6,62169
tt0986263,6.3,164509
tt0986264,8.4,147947
tt0986272,8.2,4039
tt0987713,9.2,3833
tt0987714,9.5,4584
tt0987715,9.4,4574
tt0987918,5,3136
tt0988045,7.6,555927
tt0988047,7,53555
tt0988050,8.1,4533
tt0988108,7.9,13619
tt0988595,6.1,146847
tt0988818,8.7,4843
tt0988820,7.3,3809
tt0988824,8.5,68275
tt0988849,5.1,10280
tt0989000,7.2,7768
tt0989757,6.3,130877
tt0990404,7.3,3887
tt0990407,5.8,149998
tt0990413,7.2,4469
tt0991178,7.6,20335
tt0991346,6.3,7030
tt0992243,9.1,4195
tt0992244,9.3,4793
tt0992911,6.8,11901
tt0992966,8.7,3468
tt0992993,7.1,4337
tt0993186,7,4680
tt0993789,7.1,6291
tt0993842,6.8,181136
tt0993846,8.2,1065476
tt0994314,8.7,42420
tt0994348,8.8,4981
tt0994349,8.1,3437
tt0994350,8.7,3577
tt0994351,9,3939
tt0994352,9.3,4930
tt0994359,8.7,4047
tt0994363,8.5,3756
tt0994364,8.1,3639
tt0994365,9.7,9413
tt0994366,7.9,3520
tt0994367,8.4,3616
tt0994368,8.5,3627
tt0994369,9.1,4283
tt0994491,8.6,3383
tt0995031,7.2,19417
tt0995035,6.1,4187
tt0995036,7.3,5588
tt0995039,6.7,66565
tt0995577,9,3183
tt0995718,7.3,4336
tt0995740,7.2,5792
tt0995747,7.3,3035
tt0995829,7.1,12472
tt0995832,8.5,44071
tt0995838,9.6,3229
tt0995839,9.2,5551
tt0995845,4.5,4341
tt0995851,6.4,4435
tt0995863,4.7,3760
tt0995868,7.2,14481
tt0995941,7.8,10310
tt0996572,6.9,4704
tt0996605,7.1,8534
tt0996966,7.7,3767
tt0996967,6,4781
tt0996979,5.6,8344
tt0996994,9,4238
tt0997047,4.3,14759
tt0997147,6.3,3268
tt0997152,6.4,49036
tt0997246,7.9,8508
tt0998660,9.2,4833
tt0999913,5.8,31554
tt1000251,7.4,4554
tt1000252,9.8,16675
tt1000253,8,5139
tt1000254,9,5933
tt1000255,8.3,5646
tt1000256,9.2,6591
tt1000257,6.6,4742
tt1000258,8.7,5385
tt1000259,8.7,5335
tt1000536,8.7,3366
tt1000734,7.4,11939
tt1000764,8,3866
tt1000771,7.4,11439
tt1000774,5.6,111618
tt1000777,8.6,14193
tt1001482,7.9,20677
tt1001508,6.4,152105
tt1001526,7.2,212402
tt10023374,9.9,9018
tt10023452,9.2,4149
tt1002567,6.7,4105
tt1002838,6,4275
tt1002966,6,4278
tt1003034,6.4,6080
tt1003052,6.4,3182
tt10034602,9.9,7505
tt1004798,9.7,9058
tt10050772,7.6,3504
tt10064964,9.7,3659
tt1007018,5.5,3288
tt1007028,6.5,167446
tt1007029,6.4,97652
tt1008108,8.1,8011
tt10090796,7.3,4761
tt1010048,8,757747
tt1010271,6.1,12964
tt1010278,7.3,3562
tt1012804,6.7,19878
tt1013542,4.6,3700
tt1013743,6.3,171849
tt1013752,6.6,247284
tt1013753,7.5,157663
tt1013860,5.1,14248
tt1013977,8.8,3974
tt1013978,9,3490
tt1013979,9,3495
tt1013980,9.3,4277
tt1013981,8.6,3586
tt1013982,8.7,3550
tt1013983,8.5,3383
tt1013984,8.7,3508
tt1013985,8.6,3400
tt1013986,8.8,3452
tt1013987,9.1,3589
tt1013988,9.4,3983
tt1014672,7.6,10437
tt10147546,7.5,4533
tt1014759,6.4,364121
tt1014762,8.6,20700
tt1014763,6.5,60856
tt1014801,5.2,4399
tt1014806,6.4,4799
tt1014809,7.1,5074
tt1015474,4.7,5613
tt1015976,5.3,3198
tt1016075,5,15516
tt1016268,7.6,15605
tt1016290,7.1,6954
tt1016301,6.7,17933
tt1017451,6.5,44256
tt1017456,6.6,11803
tt1017460,5.7,89059
tt1017464,5.5,7025
tt1017465,5.8,3853
tt1018501,6.2,6740
tt1018723,4.9,4469
tt1018765,6.1,19370
tt1018785,6.2,25841
tt1018818,6.2,15136
tt1019452,7,124076
tt1019454,7.4,12537
tt1020055,5.7,8654
tt1020072,7.5,78997
tt1020530,6.8,71570
tt1020543,5.9,8589
tt1020558,6.4,74872
tt1020773,7.3,18810
tt1020885,5.1,19010
tt1020937,7.2,5856
tt1020938,7.1,6725
tt1020990,8.1,7574
tt1021004,6.6,4539
tt1022603,7.7,447815
tt1023111,6.6,91907
tt1023114,7.3,103520
tt1023441,6.4,5949
tt1023481,6.2,76841
tt1023490,7.3,14730
tt1023500,6,20376
tt1024255,6.1,46223
tt10243678,6.5,3090
tt1024648,7.7,542716
tt1024715,6.5,30646
tt1024810,8.2,3782
tt1024923,8,5902
tt1024942,7.2,4449
tt1024943,6.7,35899
tt1025100,5.7,15579
tt1026035,8.8,3044
tt1027718,6.2,94393
tt1027762,5.7,3024
tt1027820,5.6,4044
tt1027862,6.1,17039
tt1028528,7,251995
tt1028532,8.1,229604
tt1028576,7.2,24931
tt1029120,6.4,11995
tt1029134,6.1,5160
tt1029167,5.8,3462
tt1029231,5.2,19300
tt1029234,7.1,76404
tt1029235,7.3,25165
tt1029241,5.2,5273
tt1029360,4.9,52411
tt1030253,9.4,3230
tt1031241,6.7,4205
tt1031254,4.5,9313
tt1031280,6.1,31460
tt1031283,7.7,5852
tt1031453,9.3,3228
tt1031477,9.4,4474
tt1031969,6.2,35650
tt1032129,8.6,3466
tt1032130,8.5,3059
tt1032131,9.4,4260
tt1032132,9.5,5565
tt1032133,7.7,3902
tt1032134,8.7,3385
tt1032135,8.4,3126
tt1032137,8.4,3145
tt1032138,8.1,3071
tt1032139,8.6,3002
tt1032140,8.7,3630
tt1032141,8.5,3026
tt10324144,8.3,12777
tt10327354,7.5,3270
tt1032751,6.3,24512
tt1032755,7.3,222701
tt1032815,5.3,32202
tt1032817,6.5,3391
tt1032819,6.3,13583
tt1032821,7.5,11768
tt1032825,6.4,18019
tt1032846,7.9,52850
tt1032856,7.5,12287
tt1033483,7.1,7080
tt1033575,7.3,225359
tt1033643,6.1,158991
tt1034007,7.8,19912
tt1034032,5.8,125934
tt1034201,5.9,3427
tt1034302,6,4243
tt1034303,7.2,131388
tt1034306,6,5146
tt1034314,5.9,88567
tt1034320,4.3,3819
tt1034325,7.1,7279
tt1034331,6,81435
tt1034385,6,9761
tt1034389,6.2,62280
tt1034415,6.8,45487
tt1035730,7.1,5683
tt1035736,6.7,37159
tt1037033,6.2,3656
tt1037156,6.8,3498
tt1037218,6.8,11497
tt1037705,6.9,276782
tt1037850,7.5,7263
tt1038043,6.9,9346
tt1038686,5.2,94230
tt1038919,5.6,114631
tt1038988,7.4,155873
tt1039647,8.2,7497
tt1039652,7,5180
tt1039960,7.8,4707
tt1041804,4.2,3206
tt1041829,6.7,277416
tt1042424,6.8,3124
tt1042877,7,18671
tt1043451,6,6441
tt1043714,6.3,7107
tt1043726,4.2,50851
tt1043813,7.9,47208
tt1043822,9.1,4612
tt1043838,4.6,3652
tt1043842,7.1,9124
tt1044418,4.5,5436
tt10454716,9.1,4809
tt10454722,9.2,4711
tt10454726,9.5,5198
tt10454732,9.4,4663
tt10454734,9.6,5513
tt1045658,7.7,628871
tt1045670,7,36252
tt10457652,9.3,4495
tt10457654,9.6,5832
tt1045772,6.6,88133
tt1045778,4.9,87389
tt1046163,5.9,41212
tt1046173,5.8,192780
tt1046947,6.6,19744
tt1046997,6.1,17277
tt1047007,7.9,3769
tt1047011,7,6853
tt1047494,4.3,6307
tt1047540,6,23982
tt1048049,7.1,4391
tt1048171,7.4,5565
tt1048174,6.6,3556
tt1049402,6.7,12191
tt1049405,6.2,5542
tt1049413,8.2,866631
tt1050160,5.9,9457
tt1051155,8.9,4661
tt1051220,7.2,50938
tt10515086,8.8,3762
tt10516984,7.8,6081
tt1051713,8,7751
tt1051904,6.3,74710
tt1051907,7.8,17787
tt1053424,6.3,97140
tt1053810,6.2,39939
tt1053859,4.7,16009
tt1054115,5.1,3821
tt1054122,6.7,5022
tt1054485,7.2,22233
tt1054486,7.3,19053
tt1054487,7.3,16807
tt1054580,7.4,11472
tt1054588,7,15927
tt1054606,6.8,139843
tt1054724,8.7,15260
tt1054725,8.8,14791
tt1054726,8.3,14395
tt1054727,8.4,14093
tt1054728,9.3,16267
tt1054729,8.9,14326
tt1055238,8,5691
tt1055292,6.5,114955
tt1055300,6.3,4199
tt1055366,5.1,27640
tt1055369,6,369294
tt1056437,6.8,5136
tt1057500,7.3,142512
tt10575038,7.6,3416
tt1057581,5.5,3657
tt1058017,6.3,108675
tt1059475,7.7,15851
tt1059578,8.2,3308
tt1059786,6.6,168845
tt1059836,5.8,10382
tt1059905,5.1,5299
tt1059925,6.1,9310
tt1059955,7.8,5172
tt1060255,6.5,4579
tt1060256,6.6,3254
tt1060277,7,356191
tt1061123,7.6,5241
tt1063056,5.6,6661
tt1063669,7.6,96532
tt1064744,5.3,5481
tt1064899,7.9,13189
tt1064931,6.5,6312
tt1064932,7.1,37133
tt1065073,7.9,319722
tt1065106,4.6,3365
tt1067106,6.8,93268
tt1067583,6.9,106826
tt1067733,6.9,8721
tt1067765,6.1,16156
tt1067774,5.8,39241
tt1068242,5.9,43935
tt1068641,6.8,17803
tt1068646,7.5,32627
tt1068649,7.6,19177
tt1068678,6.4,11598
tt1068680,6.8,315265
tt1068953,6.6,7964
tt1068956,8.4,8831
tt1069238,8.1,45594
tt1071358,5.8,25225
tt1071804,6.9,20492
tt1071812,7.3,7080
tt1071875,4.3,105346
tt1072748,5.4,25749
tt1072755,5.8,4986
tt1073105,5.8,40884
tt1073241,7.2,34655
tt1073507,8.3,26109
tt1073510,8.1,14568
tt1073664,9.1,16547
tt1073668,9.2,15201
tt1074206,7.4,8786
tt1074213,6.2,4570
tt1074638,7.7,599212
tt1074929,6.3,3018
tt1075110,7.4,8933
tt1075113,5.8,6111
tt1075417,5.7,52228
tt1075419,7,10901
tt1075747,4.7,52692
tt1076252,5.3,9471
tt1077091,6.1,3743
tt1077248,7.8,10589
tt1077258,7.1,191841
tt1077262,7.3,5729
tt1077368,6.2,234054
tt1077744,8.1,5924
tt1078188,7.6,35970
tt1078588,7.4,85957
tt1078885,4.4,3119
tt1078912,6,164305
tt1078940,5.5,97039
tt1079444,6.1,12354
tt1079448,5.2,3280
tt1079959,7.1,8739
tt1080016,6.9,208686
tt10810424,8.5,16911
tt1081935,6.9,6508
tt1082588,8,3076
tt1082601,5.6,30976
tt1082807,6.1,39627
tt1082853,5.8,16543
tt1082868,6,66301
tt1082886,7,29278
tt1083448,6.4,6116
tt1083452,7.4,77869
tt1083456,6.1,40931
tt1083462,5.1,5478
tt10837476,8,3810
tt1083845,6.7,8060
tt10847306,8.2,5371
tt1084950,6.7,45510
tt1084972,6.6,17281
tt1085492,4.6,16343
tt1085507,6.7,5237
tt1085779,5.7,21595
tt1085862,6.2,3111
tt1086191,8,8577
tt1086216,5.8,6271
tt1086772,6.5,109014
tt1087461,4.7,7810
tt1087527,6.7,3033
tt10875696,7.6,6534
tt1087578,8,11440
tt1087842,5.3,6287
tt1087890,6.9,5005
tt1090671,4.8,3074
tt1091191,7.5,250843
tt1091229,4,7237
tt1091289,8.4,3752
tt1091290,7.8,3288
tt1091291,8.2,3345
tt1091292,8,3151
tt1091293,8.5,3312
tt1091722,6.8,147897
tt1091751,5.3,3644
tt1091909,8.1,8913
tt1092005,5.1,6408
tt1092011,5,7442
tt1092016,7.2,5945
tt1092019,7.1,3120
tt1092026,7,223740
tt1092082,6.4,7702
tt1092633,5.8,19673
tt1092634,6.4,8812
tt1093078,8.4,3309
tt1093357,4.9,55617
tt1093369,6,6337
tt1093370,7.9,43400
tt1093824,7.7,16328
tt1093842,7.6,4582
tt1093908,5.9,71631
tt1094229,8.4,7750
tt1094249,7.3,28858
tt1094581,9.2,15549
tt1094594,8.6,7583
tt1094661,6.9,3343
tt1095174,5.6,20512
tt1095217,6.6,71632
tt1095442,7.3,5405
tt1097013,5.8,9943
tt1097239,7.8,3008
tt1097643,6.9,10488
tt1098356,5.1,5397
tt1099212,5.2,400464
tt1100048,7.1,3855
tt1100051,5.1,6342
tt1100053,5.1,5891
tt1100089,7,127555
tt1100119,4.7,6434
tt1101026,6.8,7275
tt1101665,7.3,3418
tt1103153,5.4,83298
tt1103256,4.3,3211
tt1103273,5.6,3512
tt1103275,7,34849
tt1103982,5.5,15277
tt1103984,5,4356
tt1103987,7.9,39676
tt1104001,6.8,299836
tt1104006,4.8,5460
tt1104083,6.5,8321
tt1104733,6.3,16210
tt1104806,7,10910
tt1104835,5.1,7384
tt1104836,4.9,5015
tt1105263,7.2,3537
tt1105709,5.4,5093
tt1105711,6.9,3139
tt1105729,7.1,3174
tt1105733,5.2,4876
tt1105747,4.1,3700
tt1106860,6,8702
tt1107319,6.4,10092
tt1107365,5.6,20400
tt1107710,9.3,4333
tt1107816,4.4,4938
tt1107860,6.1,14819
tt1109583,5.2,3743
tt1109624,7.2,87428
tt1110209,5.8,3637
tt1111422,6.4,176250
tt1111833,6.1,12560
tt1111890,5.7,9795
tt1111918,5.2,3454
tt1111948,6.4,10081
tt1112285,7,3983
tt1112782,6,32207
tt1113810,7.5,3986
tt1113829,8.2,9786
tt1114258,6,7389
tt1114677,4.4,37486
tt1114723,7,4187
tt1114740,5.2,97312
tt1116184,7,54118
tt1116186,4.9,5746
tt1117385,7.4,72760
tt1117523,6.4,18970
tt1117563,6.8,24742
tt1117581,4.8,11265
tt1117646,6.7,4083
tt1117666,7.4,9747
tt1117667,6.7,6475
tt1118038,7.8,3269
tt1118511,7.6,13695
tt1118697,7.2,3834
tt1118804,7.9,6617
tt1119176,8.1,3994
tt1119191,5.7,13131
tt1119644,8.4,209445
tt1119646,7.7,680831
tt1120945,6.2,3092
tt1120985,7.4,172977
tt1121096,5.5,67507
tt1121411,9,3241
tt1121794,7.8,13544
tt1121931,6.2,133735
tt1121977,7.2,11091
tt1122836,5.6,3508
tt1123373,6.6,9872
tt1124035,7.1,208868
tt1124037,6.9,46453
tt1124039,5.8,18328
tt1124052,7.7,9765
tt1124348,4.5,3452
tt1124373,8.6,235897
tt1124377,7.2,5850
tt1124394,6.3,6497
tt1125254,7.2,5629
tt1125798,9,19041
tt1125849,7.9,279729
tt1126590,7,79327
tt1126591,6.4,72334
tt1126596,6.6,11392
tt1126618,6.5,68814
tt1127180,6.5,179576
tt1127384,8.1,3079
tt1127385,8.3,3062
tt1127387,8.4,3004
tt1127389,8.3,3123
tt1127390,8.1,3016
tt1127702,7.3,5913
tt1127708,9.1,10135
tt1127715,7.6,29884
tt1127876,7.4,5196
tt1127877,6.4,9318
tt1127896,6.7,27507
tt1127906,8.3,3134
tt1127908,8.6,3095
tt1128075,8.1,10343
tt1129423,6.5,19972
tt1129428,5.9,5531
tt1129437,6.4,4401
tt1129441,4.2,3624
tt1129442,6.1,149735
tt1129445,5.8,11502
tt1130080,6.4,60805
tt1130088,6.7,4538
tt1130884,8.1,1032521
tt1130969,6.1,5178
tt1130988,7.1,36443
tt1130993,5.4,3105
tt1131724,5.8,17032
tt1131729,7.4,103582
tt1131734,5.2,108279
tt1131746,6.1,8694
tt1131748,7.9,22499
tt1132124,7.6,3026
tt1132285,5.8,10175
tt1132290,7.6,43998
tt1132449,4.8,10735
tt1132474,6.8,3499
tt1132620,7.8,200237
tt1132623,7.6,25298
tt1132626,5.8,108637
tt1133985,5.5,255900
tt1133991,6.6,11233
tt1133993,5.4,7577
tt1134629,6.4,12428
tt1134664,5.2,3416
tt1134674,5,3935
tt1134854,4.9,19557
tt1134859,7.1,4634
tt1135084,6.2,54224
tt1135092,6.3,18494
tt1135095,5.4,4656
tt1135300,7.7,44650
tt1135487,6.1,45628
tt1135500,5.3,4024
tt1135503,7,98389
tt1135525,6.4,12635
tt1135952,6.9,6243
tt1135968,7.2,3207
tt1135985,6.5,80587
tt1135989,6,3135
tt1136041,8.2,3100
tt1136608,7.9,612055
tt1137436,5.8,3082
tt1137450,6.4,54085
tt1137462,8.2,7916
tt1137470,4.1,7215
tt1138475,8.2,9200
tt1138489,6.2,7968
tt1139282,6.1,5191
tt1139319,6.7,3569
tt1139328,7.2,149918
tt1139592,4,15508
tt1139644,6.7,7491
tt1139668,4.8,47692
tt1139797,7.9,197318
tt1140100,7.3,10327
tt1140904,9.1,3200
tt1140941,5.1,7588
tt1142433,5.3,13308
tt1142665,9,3101
tt1142798,5.7,6510
tt1142800,4.4,10992
tt1142977,6.9,91160
tt1142988,6.4,193105
tt1143110,6.1,3099
tt1143143,8,3896
tt1143896,5.9,4699
tt1144539,7.3,7285
tt1144884,5.2,90939
tt1145144,6.1,5622
tt1145157,5.5,3511
tt1145446,5.6,4161
tt1146320,5.6,3781
tt1146325,5.7,13293
tt1146438,6.5,11513
tt1147684,5.2,5530
tt1148200,4.1,4846
tt1148204,6.9,179528
tt1149361,7.2,27769
tt1149362,7.8,63853
tt1149608,7.5,8652
tt1151309,7.6,12862
tt1151359,6.4,25833
tt1151410,5.8,3109
tt1151915,6.1,3492
tt1151922,5,20183
tt1152282,7.8,3576
tt1152398,5.6,73312
tt1152758,8.6,30070
tt1152822,6.4,6518
tt1152836,7,264871
tt1152850,7.1,15032
tt1153040,5.6,3539
tt1153053,6.6,6137
tt1153085,5,3745
tt1155053,7.2,3412
tt1155056,7,187348
tt1155076,6.2,149400
tt1155592,7.7,50002
tt1156143,6.2,3482
tt1156173,6.9,5025
tt1156398,7.6,476399
tt1156466,7.4,36533
tt1156535,6.5,6967
tt1157605,7.9,15128
tt1157705,7.2,4642
tt1158671,8,3344
tt1159991,7.8,4902
tt1159992,7.5,4329
tt1160329,8,4439
tt1160368,5.6,26205
tt1160524,7,3232
tt1160996,5.3,41286
tt1161418,6.2,10452
tt1161864,6,86783
tt1164999,7.5,81425
tt1165253,6.6,3446
tt1166085,7.3,6266
tt1166100,7.3,52968
tt1166827,8.1,46862
tt1167611,7.2,3042
tt1167638,6.7,30863
tt1167660,6.9,11998
tt1167675,5.5,8108
tt1169809,5.3,6839
tt1170358,7.8,572966
tt1171222,5.1,8396
tt1171701,8,30010
tt1172049,7,80481
tt1172203,7.6,4259
tt1172206,6.9,5899
tt1172233,6.9,61736
tt1172570,7.1,112155
tt1172571,6,16356
tt1172963,7.4,6034
tt1172991,6.7,41616
tt1172994,6.4,37645
tt1173173,8,5053
tt1173174,8.1,4844
tt1173427,7.1,7241
tt1173687,7,9685
tt1173745,7.5,13043
tt1174042,6.3,3583
tt1174730,7.4,29597
tt1174732,7.3,124162
tt1174954,6.5,27806
tt1175491,6.3,44800
tt1175506,6.7,10369
tt1175709,6.3,50336
tt1176251,6,9217
tt1176252,5.3,4477
tt1176724,6,3968
tt1176740,7,49997
tt1178180,7.8,9727
tt1178197,8,5427
tt1178522,8.2,7878
tt1178618,7.9,11339
tt1178663,7.1,67778
tt1178665,6.3,22484
tt1179025,6.3,18826
tt1179031,6.8,32600
tt1179034,6.5,108088
tt1179056,5.2,87087
tt1179069,6.1,30827
tt1179258,6.2,10133
tt1179794,6.5,12017
tt1179817,4.9,18753
tt1179891,5.4,51596
tt1179904,6.3,210733
tt1179933,7.2,267529
tt1179947,7.8,4633
tt1180329,7.6,3178
tt1180583,8,7703
tt1181541,6.7,7345
tt1181614,6,8655
tt1181791,6.4,41623
tt1181795,6.2,18511
tt1181833,8.5,7902
tt1181840,7,5652
tt1181917,6.2,13883
tt1181927,7.5,4310
tt1182345,7.9,316640
tt1182350,6.3,42009
tt1182921,5.5,11566
tt1182937,7.1,40894
tt1182972,6.2,9419
tt1183251,5.9,11830
tt1183252,6.9,16705
tt1183276,5.9,14624
tt1183374,5.7,14373
tt1183665,6.7,18270
tt1183732,5.9,10397
tt1183865,7.2,26748
tt1183907,7.8,3519
tt1183911,6.4,6746
tt1183919,8,12652
tt1183921,7,7300
tt1183923,7,22466
tt1185412,4.6,6787
tt1185416,5.6,57999
tt1185420,6.5,12892
tt1185431,6.5,8186
tt1185442,5.7,4342
tt1185616,8,52888
tt1185834,5.9,51170
tt1185836,7.2,32763
tt1186342,7.7,5369
tt1186356,7.9,10126
tt1186367,6.3,65482
tt1186369,7.1,7913
tt1186370,5.9,36839
tt1186373,7.3,14959
tt1186788,4.2,3184
tt1186803,5.9,3645
tt1186830,7.2,62463
tt1187041,6.4,6140
tt1187043,8.4,309606
tt1187044,7.3,5389
tt1187064,6.9,92486
tt1188113,6.2,10226
tt1188729,6.7,138263
tt1188982,5.2,15844
tt1188990,6.2,8069
tt1188996,8,92574
tt1189073,7.6,126403
tt1189340,7.3,199051
tt1190080,5.8,333541
tt1190536,7.4,43620
tt1190539,7.9,51147
tt1190617,4.1,9174
tt1190634,8.8,97923
tt1190689,7.7,23253
tt1190722,8.6,9381
tt1190858,7,3331
tt1191111,7.3,63180
tt1191121,7.3,5107
tt1192169,7,5397
tt1192431,6.8,3271
tt1192628,7.2,220063
tt1193138,7.4,304344
tt1193516,4.6,22298
tt1193631,6.2,53671
tt1194173,6.7,271965
tt1194238,7.2,11106
tt1194263,7,21416
tt1194417,6.2,16282
tt1194616,6.3,7915
tt1194620,7.9,5069
tt1195478,6.2,89425
tt1195935,5.5,37132
tt1196134,5.5,5341
tt1196141,6.2,39421
tt1196204,6.9,19241
tt1196339,5.6,19962
tt1196340,6.6,6056
tt1196946,8.1,154656
tt1196948,6.4,25736
tt1196956,6.8,10885
tt1197567,6.8,3625
tt1197580,4.5,3484
tt1197624,7.4,257087
tt1197628,5.8,58414
tt1198075,5,3833
tt1198101,6,11576
tt1198138,5,27685
tt1198156,7.4,22707
tt1199099,7.9,67554
tt1199550,4.3,3839
tt1199781,9.2,7712
tt1201133,9.1,18561
tt1201167,6.3,110223
tt1201607,8.1,706256
tt1202363,6.5,4662
tt1202540,4.5,3520
tt1203523,4.4,3705
tt1204265,9.8,4340
tt1204340,7.6,28891
tt1204342,7.1,83584
tt1204773,6.7,3218
tt1204883,4.7,4419
tt1204975,6.6,122793
tt1204977,4.5,44996
tt1204979,5,6851
tt1205436,8.9,5530
tt1205437,9.1,5491
tt1205438,9.1,6354
tt1205439,7.6,4875
tt1205440,9.5,7425
tt1205489,8.1,680764
tt1205535,6.3,44580
tt1205537,6.2,116687
tt1205558,5.6,18236
tt1206285,7.5,4436
tt1206488,6.7,6361
tt1206543,6.8,100453
tt1206885,6.7,22965
tt1208127,7.5,4305
tt1208128,9,6536
tt1208129,9.4,7118
tt1208130,7.7,4770
tt1208647,4.8,4187
tt1209377,6.7,3188
tt1209393,7.5,3926
tt1210042,6.7,58636
tt1210106,5.4,7501
tt1210166,7.6,333745
tt1210335,8.2,3148
tt1210801,5.6,3031
tt1210819,6.4,211492
tt1211837,7.5,538564
tt1211956,6.7,215478
tt1212419,6.4,87935
tt1212428,6.6,69176
tt1212436,5.3,46678
tt1212450,7.3,216798
tt1212452,5.8,8046
tt1212454,5.4,3840
tt1212974,4.4,13135
tt1213012,5.2,12652
tt1213218,7.2,6950
tt1213404,5.6,8613
tt1213574,7.7,3812
tt1213585,6.9,5282
tt1213641,7.3,137236
tt1213648,6.2,44983
tt1213663,7,241870
tt1214085,7.9,10131
tt1214961,7.9,4092
tt1214962,6.2,43198
tt1214983,4.7,4979
tt1216108,9.8,7432
tt1216109,9.8,6899
tt1216300,6.9,5180
tt1216475,6.1,143999
tt1216487,7.2,86535
tt1216491,6.9,42037
tt1216492,6.5,87929
tt1216496,7.8,39533
tt1216515,6.9,6911
tt1216516,6.7,8958
tt1216520,6.4,12689
tt1217070,6.5,9672
tt1217209,7.1,346189
tt1217213,7.1,9848
tt1217239,7.3,3192
tt1217613,5.7,168478
tt1217637,7.1,8242
tt1219024,8.1,134354
tt1219289,7.4,500303
tt1219342,6.9,74658
tt1219817,7.8,7636
tt1219827,6.3,182249
tt1219836,5.8,3986
tt1220198,5.9,70760
tt1220213,5.1,7448
tt1220214,6,9632
tt1220220,4.6,4191
tt1220617,8.4,73849
tt1220628,5.3,8063
tt1220634,5.8,155247
tt1220706,4.3,3344
tt1220719,8,198591
tt1220888,6,18058
tt1221141,6.5,4089
tt1221208,6.5,4764
tt1222594,9.4,4042
tt1222595,9.5,5350
tt1222596,8.9,3489
tt1222597,8.1,3074
tt1222599,8.8,3388
tt1222601,8.8,3136
tt1222602,9.2,3591
tt1222603,8.7,3229
tt1222604,9.3,4012
tt1222606,8.7,3309
tt1222607,8.8,3113
tt1222609,9.4,4031
tt1222610,8.5,3805
tt1222611,9.3,4194
tt1222612,8.2,3028
tt1222613,9.3,4692
tt1222614,8.5,3095
tt1222615,8.8,3244
tt1222616,8.8,3162
tt1222815,7.2,5598
tt1222817,5.2,53582
tt1223236,7.6,5857
